Date,V,ADBE,LLY,COST,MRK,ABBV,PG,AMZN,MSFT,AMD,NVDA,HD,XOM,CVX,JPM,TSLA,GOOGL,META,GOOG,AVGO,UNH,MA,AAPL,JNJ,CRM
2021-02-02,-4.271332636508021e-09,7.459078390789107e-09,1.1758787175068655e-08,-1.215683334706855e-08,-8.620791292594973e-09,-4.857035848345269e-09,-9.629000042934192e-09,6.011574302777072e-10,3.9066526174289155e-09,-2.548670230344348e-09,-2.1563473330500648e-10,8.33891994382278e-10,-8.087751581340542e-10,-5.368005285089713e-09,-2.62472065553497e-09,1.0396939347297154e-09,1.397704085706821e-09,2.3018071799121726e-09,2.001374812598796e-09,4.325217768001187e-08,-2.2925711485313142e-08,-6.985332438287999e-09,5.593448778618753e-10,1.0308634323727478e-09,1.0242794540719307e-08
2021-02-03,-2.668124573368747e-09,1.0142373982764915e-08,2.7606962292414985e-08,-1.4026761894013612e-08,-6.920184477124281e-09,-2.130148766227448e-09,-8.085829281244995e-09,4.33260287438207e-10,4.8089041283432935e-09,-2.424256066253424e-09,1.3824487560058276e-10,-2.7889692250117765e-09,-3.3758427118872656e-10,-5.0694314311752395e-09,-3.417553022744719e-09,1.1231121754806262e-10,1.8901807961885433e-09,4.356890954477782e-09,2.2489652819112116e-09,1.9689053294822436e-08,-2.1484875707239086e-08,-7.296113325951659e-09,4.4399674028452136e-10,1.7423635514080619e-09,1.6714735354224638e-08
2021-02-04,-3.286581969296885e-11,1.8309435859637547e-08,2.9716596525438437e-08,-8.86662222994339e-09,-4.0616542802514864e-09,-3.840128931336776e-09,-9.065904529714544e-09,7.103937414915333e-10,4.69067615514182e-09,-1.3941714564055605e-09,4.863297446564645e-10,5.848674384091002e-09,-7.352209022847566e-11,-5.756341253246238e-09,-1.204769624649757e-09,-1.0905258369924035e-10,3.608318218062059e-09,3.674522994843773e-09,4.7384731557018604e-09,2.8235817633966845e-08,-1.215030414614515e-08,-3.4999025759159593e-09,5.899048632751346e-10,3.3471448482460793e-09,1.9022527782109638e-08
2021-02-05,3.3286331907195254e-09,3.717893377374925e-08,2.956431669907535e-08,-9.149923972514247e-09,-5.576400970092392e-09,-3.58276451928137e-09,-9.059829011873038e-09,9.92056638223485e-10,7.587035349764231e-09,-1.0516372517721123e-09,1.7500071408480943e-09,1.6404014613586124e-08,-2.045633660024159e-10,-8.137701031488814e-09,-2.2481556226900866e-09,1.5361323251314046e-10,6.923405876138899e-09,7.341553774417068e-09,6.697361318570225e-09,2.4692454667879026e-08,-1.026998435890799e-08,1.2194600548208014e-08,8.044929102477182e-10,2.4911193855734715e-09,2.151874194022256e-08
2021-02-08,3.043961777926402e-09,4.510155052054167e-08,2.702667770454568e-08,-2.552333725880432e-09,-5.9828207766861275e-09,-3.6196089358346653e-09,-5.936700017767945e-09,1.0813630672289167e-09,6.3133034116603895e-09,7.757632925896626e-10,2.8256149305642356e-09,4.6354294042917e-09,2.376023354316755e-09,-6.69985522912464e-10,1.0673797789692382e-09,7.45642694527446e-10,7.166116393418485e-09,4.402011509452355e-09,8.272057454710812e-09,3.4197649425959644e-08,-1.6128683619119483e-08,1.6057469403700538e-08,1.077804702617667e-09,4.775393052464399e-09,2.7903387683749975e-08
2021-02-09,3.1629751471160285e-09,5.513040546365321e-08,6.114957227813535e-09,6.666414050466514e-09,-7.265206246983371e-09,-1.0975062159497602e-08,-6.2356374513253284e-09,1.3396174127181471e-09,5.358394526034033e-09,4.341384598982454e-10,3.3052648507506008e-09,5.225450013392968e-09,1.2648067529842082e-09,-4.9388198245207105e-09,1.295009641194805e-09,1.2784954734373998e-10,7.446956244305899e-09,2.1884097395194453e-09,9.181543247231244e-09,2.6214465023037038e-08,-1.563531593475759e-08,7.687291562621144e-09,8.334984949407098e-10,3.867106931258929e-09,1.7837422607539614e-08
2021-02-10,2.465061986577363e-10,2.7677285203694604e-08,5.077887793599018e-09,-6.630177664936632e-09,-7.831895512661917e-09,-1.0219796333182985e-08,-3.27211808519123e-09,1.1278592123665492e-10,3.7128106877120185e-09,9.557521350356463e-10,2.1558191654799654e-09,6.639188951864446e-09,1.2479400548555472e-09,-3.41565238222004e-09,2.628870607117602e-09,-4.938311689848094e-10,4.3736919912636975e-09,1.1174616025725107e-09,4.865172085021602e-09,1.2126235642687125e-08,-1.2057456681337495e-08,-4.922285725791045e-10,3.4839084232799167e-10,4.607373213783787e-09,1.0736739273641936e-08
2021-02-11,3.1991622583343483e-09,3.2374487444337605e-08,3.206542949966536e-10,-1.3990199793430289e-08,-9.034279146558772e-09,-1.3260951357836563e-08,-3.3320951683848536e-09,-2.9471588436074124e-10,5.508640223599148e-09,3.470729674053777e-10,2.2125431414086706e-09,-2.747776282433098e-09,1.3331967751226013e-09,1.2671379587439047e-11,3.5789995006644915e-09,-6.080649781266217e-10,5.302251948752284e-09,-7.084565395721896e-10,5.720820183443203e-09,1.4474524846604867e-08,-2.2247497841222252e-08,4.931966218621919e-09,-1.9777103710765012e-10,5.496074720355569e-09,1.4090748726017065e-08
2021-02-12,5.687028007061776e-09,3.8522058839322e-08,2.1363701251845326e-09,-1.2572421006509083e-08,-1.095934156458144e-08,-1.5490814720187503e-08,-2.1775922329568484e-09,-9.442838076405954e-11,5.0882169410324286e-09,2.7404969510411416e-10,2.430022931677183e-09,-9.552745711083027e-09,3.297546801800793e-09,1.1375583348519904e-09,6.698109016463979e-09,-5.055514611779983e-10,5.633603373861529e-09,-1.6017355124624633e-09,6.241361234976116e-09,3.380158068456755e-08,-2.0124726874623826e-08,1.2067600949585326e-08,-4.423534594682264e-10,4.198055041330634e-09,1.4988767911514334e-08
2021-02-16,3.5670100921511517e-09,3.226830672440822e-08,-1.1318328365597326e-08,-1.1905515194069666e-08,-8.734720227069678e-09,-1.0113636364633976e-08,-3.961669975360318e-09,-1.4768227070507938e-10,2.309700949395884e-09,-8.079840843118307e-10,3.815005848985927e-09,-1.1828906189086516e-08,3.905719015601475e-09,1.7515640319680437e-09,7.818081570783953e-09,-1.6164169894408368e-09,3.6849854440196975e-09,-9.425759280424795e-10,5.1659134743073536e-09,3.453652121939261e-08,-1.5366292043169448e-08,1.2518027264151839e-08,-8.449136502724416e-10,-9.693107506650731e-10,9.258991627843122e-09
2021-02-17,3.251609381394e-09,1.486227488627541e-08,-8.837601889751844e-09,-8.872956906445342e-09,-4.229574374949363e-09,-3.323997453829042e-09,-3.933027177174662e-09,-7.973225068531336e-11,2.3594845622983807e-09,-1.5618996423989783e-09,3.984245288073587e-09,-1.6810237122013555e-09,5.965149230123687e-09,5.118488268295064e-09,9.505111796481388e-09,-1.2333077627460493e-09,5.440866647517248e-09,-2.3556414740021993e-09,5.140093350161967e-09,2.8485539257356187e-08,-1.8076681942033236e-08,1.2962750240661959e-08,-8.788697430695807e-10,-4.234586754148687e-09,1.6087477500864803e-08
2021-02-18,1.0063990562871512e-08,3.420247472752245e-08,-7.92823195285853e-09,7.766104726169557e-10,-2.152889434897257e-09,5.905840451220292e-09,1.291409622086966e-09,4.886928750629834e-10,2.762576449558712e-09,-6.31918664369247e-11,6.326441924023259e-09,9.298053215946185e-09,7.130171650291157e-09,8.537366613178637e-09,1.309689059803916e-08,-1.649289192421605e-09,6.995152876886296e-09,-6.626681196221453e-10,6.973997060070656e-09,5.187564092033311e-08,-5.770558787676253e-09,3.0416253131405956e-08,-8.975634612112307e-10,-2.4565331897301753e-09,2.3814457841539774e-08
2021-02-19,2.187807249347911e-09,1.0616045318590937e-08,-1.2746947680133846e-08,-3.486741276712665e-09,-3.739814988800443e-09,1.1453861005989279e-09,-3.002480492194523e-09,4.4050216955031206e-11,3.379739839614239e-10,7.965783929578383e-10,5.288657116956229e-09,1.401625728090536e-09,6.0598024758441755e-09,8.544266251591957e-09,1.1500006922535839e-08,-1.1392194032816111e-09,3.3511724931646076e-09,-5.066285735376459e-10,4.383129624895878e-09,4.702434078046223e-08,-1.7343824943100208e-08,6.693350570825325e-09,-6.007398532835657e-10,-4.460255351851923e-09,1.9055685744339752e-08
2021-02-22,9.352930261987738e-09,7.432217572897891e-09,-1.5485586475038706e-08,-2.8430794478828253e-09,-3.2240439427071923e-09,4.350604926404838e-09,-1.8226011476006767e-09,-1.1293388906605484e-10,3.0162295719962583e-10,-8.536897152802723e-11,3.2269072078819533e-09,4.6485338647424425e-09,5.790359433182879e-09,1.174715569615777e-08,1.4030463684010737e-08,-8.907412014044914e-10,4.213948871063154e-09,4.440539253752501e-10,4.563861145274412e-09,3.383205821100986e-08,-6.623791802092669e-09,1.5596122830888855e-08,-4.346306276618827e-10,-1.1980519638251494e-09,1.349756294541394e-08
2021-02-23,6.556978608611824e-09,-1.1240489484995272e-09,-9.88231554287202e-10,-6.46666182240633e-09,-3.3441689666365432e-09,5.497884187554891e-09,-1.108193951738113e-09,-4.745020890560521e-10,-8.806900294883981e-10,-6.699513215630352e-10,1.7450863074803937e-09,-8.65232248354369e-10,6.7261013765235614e-09,1.0285832409153977e-08,9.974802584061217e-09,-8.400501588643898e-10,2.546102859558111e-09,6.702061573594058e-10,2.6733977473373168e-09,5.18960411988008e-09,-4.167493732850819e-09,1.4186137725397864e-08,-3.900004771935252e-10,-1.9809205439102926e-09,3.636801990383527e-09
2021-02-24,6.895638635124012e-09,-5.05411701504997e-09,1.2366553644787837e-08,-1.2658676416521702e-08,-4.18209997642879e-09,6.615275868359951e-09,-1.2080260260039812e-09,-1.0830505426754735e-09,-7.862243014393974e-10,-5.293083380147518e-10,1.5503239552526286e-09,-3.086251206174842e-09,8.444669699494562e-09,1.1581837199268905e-08,9.764682151003314e-09,-1.3583725185039156e-09,3.795795383717985e-09,-6.590822172462227e-10,3.4840438482624053e-09,5.545688794025741e-09,-5.7192212549240275e-09,1.3196503142922863e-08,-6.431268969765597e-10,8.078916993441666e-10,4.368586450400715e-09
2021-02-25,5.395472059034155e-09,-1.4520453371922882e-08,1.4593123935896555e-08,-1.658126501652735e-08,-3.201605092490648e-09,5.696274103933604e-10,-2.359087554514014e-09,-8.501929488482695e-10,-1.4580447820819475e-09,-1.139346222506772e-09,-1.9990942102073518e-10,-1.0543026420202097e-08,5.9275306165325176e-09,1.1386247353773895e-08,6.547531013479896e-09,-1.723665766099846e-09,-5.018566179319359e-10,-2.354093154468776e-09,-5.113722654313724e-10,-7.45712860537223e-09,-9.602221116572438e-09,1.2549330493986738e-08,-6.523983905975436e-10,1.4487034228848566e-09,-1.8039751258805428e-09
2021-02-26,1.279281398021977e-09,-1.9245348250992958e-08,4.171570947734636e-09,-2.0769975215942267e-08,-2.541855525683148e-09,-7.869299303597515e-10,-2.4056790727261384e-09,-8.357427551321579e-10,-1.052156105148578e-09,-7.742550305601553e-10,7.341310541429476e-11,-9.331797444353316e-09,3.5412448336835733e-09,8.550895982314882e-09,3.253826801662076e-09,-1.665358232339837e-09,-3.8574196762831446e-10,-1.2503816342187464e-09,-2.968380047213189e-10,-7.132850772202425e-10,1.6217321926085438e-09,7.846548507772926e-09,-7.134340573441207e-10,-1.5114590140138137e-09,-4.430379050369939e-09
2021-03-01,5.392307313899738e-09,-1.94276828826801e-08,8.326958538051105e-09,-1.4158860386149059e-08,-3.582312265654555e-09,-6.249213488244158e-10,-5.2647503693760285e-09,-1.125939492641008e-09,-8.575883100211499e-10,-5.245993753141731e-10,5.223806992474587e-10,-1.3650799374187882e-08,3.490137180110048e-09,1.3725157725318211e-08,6.112143198896421e-09,-1.928541238846727e-09,-3.5216228609056086e-10,-5.37003793528881e-10,-2.7981047762671155e-10,2.0496114981599063e-08,7.441725496380042e-09,1.626582739678543e-08,-5.639282403499314e-10,-2.956463554440906e-09,-6.371087428363677e-09
2021-03-02,6.973190619964429e-09,-2.488772489475866e-08,-2.299216114456785e-09,-1.8707763123702986e-08,-1.8186489725985435e-09,1.7228738040464944e-09,-3.997346956723594e-09,-1.324010554471663e-09,-1.5547761249775756e-09,-2.304021779370861e-09,-2.707482342557779e-09,-1.8846726912704826e-08,2.5146238865490247e-09,1.1256409434489327e-08,4.95225858328627e-09,-2.8790076234360492e-09,-3.7606453111170914e-10,-1.871692581490771e-09,-3.594267357659227e-10,8.908714252754344e-09,1.2362044156941041e-08,2.1499607650491725e-08,-8.42110429496782e-10,-4.700480174769374e-09,-1.0435134283008974e-08
2021-03-03,6.220134555361046e-09,-3.4171867770916804e-08,3.927749822189127e-10,-2.438883534471847e-08,-1.663387598656147e-09,1.7217531081170151e-09,-5.681661498924017e-09,-1.1378589295394891e-09,-1.9541025964515297e-09,-2.5389615219410424e-09,-2.70810396039602e-09,-1.6472213558920433e-08,3.2900959788483453e-09,9.282682003592732e-09,6.667141387174658e-09,-2.5494443727774327e-09,-9.095927192141107e-10,-3.3587631091156055e-09,-9.183955439664293e-10,-1.0160851246879589e-08,3.23359958794574e-09,2.1776199854511156e-08,-9.079342202028181e-10,-7.1113785565495986e-09,-1.1318616897360107e-08
2021-03-04,2.2995563907908857e-09,-2.425447141036155e-08,-4.372056426852273e-09,-1.8927174020207778e-08,-2.273522552909015e-09,2.049283336662797e-09,-4.6284750511061955e-09,-8.576123305862171e-10,-1.4814750845968666e-09,-2.6109952024503512e-09,-2.8281179779489085e-09,-1.3921776487739094e-08,2.847742689828092e-09,5.631226901851151e-09,3.884096121548028e-09,-1.1521741104631486e-09,-5.117423196094313e-10,-1.6549767309487597e-09,-5.215167246695155e-10,-1.628108955177828e-08,2.4636690757161195e-10,1.0006497174798738e-08,-6.32659440018828e-10,-7.46556802943587e-09,-1.0359276354919926e-08
2021-03-05,2.9739094582581774e-09,-2.4342238949580536e-08,5.527391531290282e-09,-1.2222274996383578e-08,-1.7597496881851549e-09,3.906909440383913e-09,-1.7455272474956673e-09,-7.442984038888465e-10,-1.2590987237194964e-09,-2.606385026182547e-09,-3.3691824086883744e-09,-1.3376290550473686e-08,4.3265196618224545e-09,7.806226635296683e-09,4.526303849426073e-09,-9.817682596954988e-10,7.501406917579265e-11,-8.42541489377644e-10,1.3747310168290172e-10,-1.3922816972179662e-08,9.231284170375562e-09,1.1312720995612558e-08,-6.598175508654779e-10,-7.1988898307319916e-09,-1.107726185918678e-08
2021-03-08,3.3290336636676223e-09,-4.006101687295127e-08,-3.8004271799036515e-10,-2.4041262551927698e-08,-7.19018539312981e-10,2.6432413501415613e-09,-2.63328558074177e-10,-1.18741253059552e-09,-2.0369998987086444e-09,-3.8718196289642125e-09,-4.144907082791051e-09,-1.321956408492737e-08,5.369452873573376e-09,1.0305510259884712e-08,4.81802679535231e-09,-1.996321284236179e-09,-1.1332282378448968e-09,-3.0532779308013723e-09,-1.1530974337930907e-09,-2.957381310897595e-08,1.953593460116843e-08,1.233058962574779e-08,-9.096579226597134e-10,-8.417783544047235e-09,-1.4184060395181298e-08
2021-03-09,6.494234660283661e-09,-3.1711400293241907e-08,4.0239410383886835e-10,-1.833336936537973e-08,-1.0439956652261489e-10,3.6246569255538512e-09,-1.5352929446928126e-09,-7.822298379639017e-10,-1.2305067577091514e-09,-3.135476003477376e-09,-3.512635708459766e-09,-5.716517491581586e-09,4.253339895222987e-09,9.246152532442812e-09,3.0566982725490567e-09,-7.60368611152135e-10,-9.824732311735755e-10,-1.3629870345147165e-09,-9.60710317602322e-10,-2.4570698677986564e-08,1.9703387881947604e-08,1.774184833676783e-08,-7.013869468182937e-10,-5.98391514675564e-09,-1.5318305026231505e-08
2021-03-10,9.646839693248777e-09,-4.017617113816811e-08,-1.4387494571487085e-09,-2.112259147882814e-08,-8.04977712618448e-10,2.7918044308513937e-09,-9.611777889506077e-10,-1.2591203469161706e-09,-1.6216582571304015e-09,-3.040564949704283e-09,-4.254727006259877e-09,-1.3757621721690216e-08,5.344661729196999e-09,9.262375127916028e-09,4.819674125101425e-09,-8.964470162048357e-10,-1.4356968345470826e-09,-2.2302217218455227e-09,-1.3570478290391663e-09,-4.6720977331388175e-08,2.3095686614759327e-08,2.9167979047501128e-08,-7.414654445197177e-10,-5.92220961352628e-09,-2.005861382654748e-08
2021-03-11,7.982207732548121e-09,-2.765802253533245e-08,5.037073265517995e-09,-1.8254736437008897e-08,-7.832825083029165e-10,3.6532647842354163e-09,-2.913914419118603e-09,-1.1614087202536747e-09,-9.13431604535292e-10,-1.9180685948062476e-09,-4.127079235964964e-09,-1.1476620764331083e-08,7.200260278440022e-09,1.5507628038636147e-08,5.093912119059347e-09,-1.0250266164668872e-09,-9.033881394043667e-11,7.633621045705959e-10,-4.631282467211605e-11,-2.3381202923535048e-08,2.9827582353174265e-08,3.637648793952649e-08,-5.799355101500846e-10,-6.315250337649255e-09,-1.9552774050809295e-08
2021-03-12,1.17324662919559e-08,-3.3289780595533716e-08,7.846939844716472e-09,-2.0931606051302362e-08,3.3953358372557525e-10,5.723153587907526e-09,1.2302991199830922e-09,-1.0190015577986795e-09,-9.562434641421662e-10,-2.890950641432555e-09,-5.685799544227561e-09,-5.581014547583414e-09,8.975850567826738e-09,1.5050760911555917e-08,4.2744805984614954e-09,-1.1124647760547498e-09,-5.494098268185994e-10,1.2694427153746712e-09,-5.407939411060379e-10,-4.187542826403189e-08,4.6375090100735245e-08,6.026050154330819e-08,-7.725777784600336e-10,-3.788024736859273e-09,-2.278431396890334e-08
2021-03-15,7.711562927696643e-09,-1.683939532474093e-08,-4.633714408472147e-09,-1.7345640516770347e-08,9.638984511915492e-10,4.499988689027574e-09,2.180833670042226e-09,-5.34454181089575e-10,4.91369733600664e-11,-8.600959454079947e-10,-3.654127635602537e-09,2.2390901153953495e-09,3.5896855841999897e-09,1.1493202927859141e-08,3.2964091491856162e-09,-1.0432471951133113e-10,3.349470418886577e-12,3.0602922007917374e-09,3.003175519744677e-11,-3.756222616557153e-09,3.417592727171686e-08,2.861538119728261e-08,-1.7263789916205975e-10,-1.6215830748136474e-09,-2.0375881861393704e-08
2021-03-16,6.632471488853724e-09,-1.4088920899087717e-08,-9.23296695497184e-09,-1.4200324235731073e-08,1.939971471996459e-09,7.720309573114063e-09,1.7170717817132745e-09,-6.327841162410572e-10,6.775456477673408e-10,-5.464905255414566e-10,-2.2106373102694325e-09,1.2453878202252038e-08,2.408216912433234e-09,6.872520541218947e-09,1.5036381694866431e-09,-3.2533881567157613e-10,3.617000604788556e-10,2.249684607401105e-09,3.5061090432113183e-10,4.266720680453693e-09,2.621835652472237e-08,2.647377783713756e-08,-1.9996500226389205e-11,9.100993425206544e-10,-1.6907929338769483e-08
2021-03-17,1.8858204578819573e-09,-2.14698138296555e-08,-1.6942113277981284e-08,-1.2641601031691976e-08,2.0879547994699376e-09,-1.7269592882350684e-09,9.613057353639255e-10,-1.2077184207264027e-10,3.5910952057556674e-10,-1.144362668585237e-09,-3.2743794603125875e-09,1.3059836807696727e-08,1.8412118692727343e-09,4.9830670806866485e-09,8.558029912231986e-10,-4.4741613613985803e-10,-2.892157642919888e-11,3.496774026347793e-09,-7.51382833119439e-11,2.37243569667013e-09,2.2829586651941808e-08,9.542618379913475e-09,-4.205023151162829e-11,-1.8651900902709708e-09,-1.9592362908259106e-08
2021-03-18,3.4679463743903827e-09,-1.4845205711296502e-08,-2.3015607016474737e-08,-1.1949414275647845e-08,2.4879370660323744e-09,-3.823446383226916e-09,2.43742270781947e-09,-1.3071993670088854e-10,2.1688904839410008e-10,-1.0222438564387964e-09,-1.4957727351403655e-09,2.2741580864456896e-08,4.875554933868684e-10,1.3055155581259482e-09,1.954319993312948e-09,-4.273535119013021e-10,8.434336506736923e-11,5.01686379808702e-09,8.786721558757028e-11,5.322344102993157e-09,3.046591036771294e-08,4.865448007891704e-09,-3.136161852153888e-11,-2.9301002214643808e-09,-1.6751339077915548e-08
2021-03-19,-8.02512924550259e-10,-1.0074006156479555e-08,-1.6622323215405248e-08,-1.2994028629629465e-09,1.156489364983445e-09,-3.6788841870112817e-09,1.7898667828621753e-09,-6.280554481820901e-11,-1.8814461343715232e-10,-1.5251721023849485e-09,-2.11710122797378e-09,8.672605433044913e-09,4.6177664110937137e-10,1.827914798235874e-09,9.951536554253483e-10,-2.3733227805642957e-10,5.4212159055743597e-11,3.2395152712408696e-09,6.723070686469136e-11,8.994909600256664e-10,1.1713112591112642e-08,6.149488980246426e-10,-5.644530473530133e-11,6.695689104881337e-10,-2.801964613530386e-09
2021-03-22,-3.5032477932158228e-09,-1.2411805680519817e-08,-3.747006924224294e-08,2.0168896368407087e-09,6.242987448294849e-09,-3.0355654239354325e-09,5.866730692876776e-09,-1.9313947876993572e-10,-1.3308463999034526e-10,-1.7779752192454187e-09,-1.590196145286948e-09,1.87658448882395e-08,-2.9636510833704785e-10,3.838627159235885e-10,1.5657874227989683e-10,-5.686928223110997e-10,-5.61462151004525e-10,3.822518836417851e-09,-5.274115508290187e-10,-9.183677212241756e-09,2.745914340387327e-08,-2.9949063935262397e-09,-3.0766502748801634e-10,9.817514636956934e-10,-2.177816295797951e-09
2021-03-23,-4.003699197195504e-09,-2.5757143407750073e-09,-3.051279226176979e-08,9.933209788677058e-09,4.029250349673222e-09,-4.56658702425787e-09,7.388408190092659e-09,1.8187963256496554e-10,5.014015549737526e-10,-1.6889634581040686e-09,-1.1270360082715688e-09,2.3757620363763826e-08,-4.5261574015951535e-10,-3.103880710131476e-10,-2.1470347780201517e-10,-3.8667010659946546e-10,-3.9331776280992566e-10,5.309512713681205e-09,-4.031461981419475e-10,-1.3853384561739863e-08,3.2638725531793304e-08,-5.5398308811065365e-09,-2.1599293144258833e-10,1.165142042389358e-09,1.5655914590795679e-09
2021-03-24,-3.123950026211169e-09,1.308662577966196e-09,-2.748806206163557e-08,1.4499399030338988e-08,4.3905106947951635e-09,-3.631051567469414e-09,9.175694857276877e-09,4.614929118598593e-10,1.3550360627245972e-09,-1.2380161376095707e-09,-5.138314922431281e-10,2.839977727552916e-08,-1.0693506602799824e-10,9.717530273864684e-10,-1.1449858004624635e-09,-3.4624382288408473e-10,4.163729947507294e-10,5.604032218679396e-09,3.9228944233839723e-10,-5.987835325622868e-09,3.3261220660351154e-08,-4.69162536591862e-10,-1.8230568897008367e-10,5.717807971317311e-09,3.7109202426216e-09
2021-03-25,-1.9891192206892335e-09,8.487168025247533e-09,-3.3079280378351245e-08,1.986700263966287e-08,5.049948297502043e-09,-2.667113163791258e-09,1.2338839880351114e-08,3.2368752901455865e-10,7.264154274649822e-10,-4.39888161449916e-10,4.5193077089530925e-10,3.430061524063111e-08,-1.3682145834112894e-09,4.897149031444085e-10,8.468160335900931e-10,2.5913545595993216e-10,-2.0292967280075024e-11,3.341975773361729e-09,-8.13412668993052e-11,2.327993617679387e-08,3.6961871366858426e-08,8.559139308107886e-09,3.8739330646353025e-11,9.273547873849928e-09,6.715714163844223e-11
2021-03-26,-1.1794166602879563e-09,1.7729021531289617e-08,-3.6411861470905526e-08,3.572235526784936e-08,5.6067151781982806e-09,-1.022879142363572e-09,6.946605657052803e-09,2.594012542240507e-10,8.269564004495247e-10,-2.8762585660483183e-10,8.328588645346937e-10,3.3816969760242243e-08,-1.5440535760953554e-09,-1.4200243712841347e-09,1.653212237720942e-09,3.418586049887517e-10,-1.2329586767733553e-09,4.022281479888975e-09,-1.158902652869475e-09,2.450019898420625e-08,2.8597948285558374e-08,5.317200137935926e-09,-1.838529045404927e-11,7.424167290487861e-09,-1.0805236740373028e-09
