Date,V,ADBE,LLY,COST,MRK,ABBV,PG,AMZN,MSFT,AMD,NVDA,HD,XOM,CVX,JPM,TSLA,GOOGL,META,GOOG,AVGO,UNH,MA,AAPL,JNJ,CRM
2021-01-04,217.759994506836,485.3399963378906,165.5,380.1499938964844,77.25190734863281,105.41000366210938,137.82000732421875,159.3314971923828,217.69000244140625,92.3000030517578,131.13499450683594,263.9200134277344,41.5,84.70999908447266,125.87000274658205,243.2566680908203,86.30650329589844,268.94000244140625,86.41200256347656,425.2200012207031,349.5,351.489990234375,129.41000366210938,156.5,220.3099975585937
2021-01-05,214.50999450683597,485.6900024414063,166.32000732421875,375.739990234375,77.385498046875,106.5,138.6999969482422,160.92550659179688,217.8999938964844,92.7699966430664,134.04750061035156,266.04998779296875,43.5,87.0,125.6500015258789,245.0366668701172,87.00250244140625,270.9700012207031,87.0459976196289,428.1000061035156,344.79998779296875,347.4200134277344,131.00999450683594,158.33999633789062,221.5200042724609
2021-01-06,212.6199951171875,466.30999755859375,164.32000732421875,370.0199890136719,78.60687255859375,105.58000183105466,140.16000366210938,156.91900634765625,212.25,90.33000183105467,126.1449966430664,267.57000732421875,44.61000061035156,89.80000305175781,131.5500030517578,251.9933319091797,86.14399719238281,263.3099975585937,86.7645034790039,425.4599914550781,359.2699890136719,347.54998779296875,126.5999984741211,159.8300018310547,216.1499938964844
2021-01-07,213.8099975585937,477.739990234375,165.8300018310547,367.9200134277344,80.1717529296875,106.70999908447266,138.85000610351562,158.10800170898438,218.2899932861328,95.16000366210938,133.44000244140625,266.260009765625,44.959999084472656,90.22000122070312,135.8699951171875,272.0133361816406,88.71700286865234,268.739990234375,89.36250305175781,443.3900146484375,365.0299987792969,349.8599853515625,130.9199981689453,160.3699951171875,217.97999572753903
2021-01-08,215.4499969482422,485.1000061035156,166.41000366210938,369.9400024414063,79.22709655761719,107.2699966430664,138.7899932861328,159.13499450683594,219.6199951171875,94.58000183105467,132.7675018310547,269.0899963378906,45.459999084472656,91.08000183105467,136.02000427246094,293.3399963378906,89.8915023803711,267.57000732421875,90.3604965209961,445.6400146484375,363.3900146484375,353.8500061035156,132.0500030517578,160.0399932861328,222.0399932861328
2021-01-11,212.88999938964844,474.239990234375,185.94000244140625,364.010009765625,81.10687255859375,109.0199966430664,137.85000610351562,155.7104949951172,217.4900054931641,97.25,136.21499633789062,271.2300109863281,46.84000015258789,91.5999984741211,138.0500030517578,270.39666748046875,87.81449890136719,256.8399963378906,88.33599853515625,445.760009765625,360.75,348.20001220703125,128.97999572753906,159.3699951171875,218.25
2021-01-12,208.8600006103516,471.6499938964844,178.8000030517578,364.2000122070313,79.28434753417969,109.77999877929688,137.0500030517578,156.04150390625,214.92999267578125,95.36000061035156,134.84750366210938,276.3299865722656,47.880001068115234,93.33999633789062,140.22000122070312,283.14666748046875,86.87149810791016,251.08999633789065,87.32749938964844,449.3900146484375,357.3699951171875,342.9200134277344,128.8000030517578,158.1300048828125,215.52000427246088
2021-01-13,209.3500061035156,472.0499877929688,185.5,366.9500122070313,78.5687026977539,112.44999694824222,137.25999450683594,158.29449462890625,216.33999633789068,91.77999877929688,135.3175048828125,274.04998779296875,48.41999816894531,93.25,140.35000610351562,284.8033447265625,87.36250305175781,251.63999938964844,87.72000122070312,451.2099914550781,355.0400085449219,346.3299865722656,130.88999938964844,157.88999938964844,218.17999267578125
2021-01-14,201.8600006103516,463.2699890136719,186.69000244140625,362.3500061035156,78.40648651123047,111.62999725341795,135.8000030517578,156.37350463867188,213.0200042724609,90.79000091552734,132.00250244140625,268.3399963378906,50.310001373291016,95.48999786376952,141.1699981689453,281.6666564941406,86.5459976196289,245.63999938964844,87.00900268554688,452.0700073242188,350.5299987792969,326.92999267578125,128.91000366210938,160.64999389648438,215.6000061035156
2021-01-15,201.58999633789065,458.0799865722656,190.7700042724609,362.1600036621094,79.56106567382812,110.5199966430664,134.77999877929688,155.21249389648438,212.6499938964844,88.20999908447266,128.59500122070312,275.5899963378906,47.88999938964844,92.08999633789062,138.63999938964844,275.3866577148437,86.38099670410156,251.3600006103516,86.80950164794922,445.8500061035156,351.29998779296875,323.260009765625,127.13999938964844,160.3000030517578,213.13999938964844
